edad-media,  State-gov,  Bachelors,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, no, si, excesivo, nacional, n
adulto,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Tech-support,  Husband,  White,  Male, si, si, excesivo, nacional, y
joven,  Private,  11th,  Never-married,  Sales,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
adulto,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  State-gov,  Doctorate,  Never-married,  Prof-specialty,  Not-in-family,  Black,  Female, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Exec-managerial,  Other-relative,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-voc,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Federal-gov,  Assoc-acdm,  Never-married,  Transport-moving,  Not-in-family,  Black,  Male, si, si, excesivo, nacional, n
joven,  Private,  Assoc-acdm,  Never-married,  Adm-clerical,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  ?,  Some-college,  Married-civ-spouse,  ?,  Wife,  White,  Female, si, si, medio-tiempo, nacional, y
adulto,  Local-gov,  Masters,  Never-married,  Prof-specialty,  Own-child,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Separated,  Machine-op-inspct,  Unmarried,  Black,  Female, si, si, medio-tiempo, nacional, n
joven,  ?,  Some-college,  Never-married,  ?,  Own-child,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Never-married,  Tech-support,  Own-child,  Black,  Male, si, si, excesivo, nacional, n
adulto,  Private,  Bachelors,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, tiempo-completo, extranjero, n
adulto,  Self-emp-not-inc,  Some-college,  Divorced,  Tech-support,  Not-in-family,  White,  Female, si, si, medio-tiempo, nacional, y
edad-media,  Private,  Some-college,  Never-married,  Tech-support,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Local-gov,  HS-grad,  Married-civ-spouse,  Other-service,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  7th-8th,  Never-married,  Other-service,  Other-relative,  White,  Male, si, si, tiempo-completo, extranjero, n
joven,  Private,  9th,  Married-spouse-absent,  Craft-repair,  Not-in-family,  White,  Male, si, si, excesivo, extranjero, n
adulto,  Private,  10th,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  12th,  Never-married,  Craft-repair,  Other-relative,  Other,  Male, si, si, excesivo, extranjero, n
edad-media,  Private,  10th,  Never-married,  Handlers-cleaners,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Sales,  Own-child,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Private,  9th,  Divorced,  Handlers-cleaners,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
adulto,  Self-emp-not-inc,  Assoc-voc,  Married-civ-spouse,  Transport-moving,  Wife,  White,  Female, si, si, medio-tiempo, extranjero, y
edad-media,  Private,  HS-grad,  Divorced,  Machine-op-inspct,  Unmarried,  White,  Female, si, si, excesivo, extranjero, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Farming-fishing,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  10th,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Other-service,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Some-college,  Divorced,  Craft-repair,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Federal-gov,  Assoc-voc,  Married-civ-spouse,  Protective-serv,  Husband,  White,  Male, no, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Adm-clerical,  Own-child,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Federal-gov,  HS-grad,  Divorced,  Craft-repair,  Unmarried,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Handlers-cleaners,  Own-child,  White,  Female, si, si, medio-tiempo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  State-gov,  HS-grad,  Never-married,  Other-service,  Unmarried,  Black,  Female, no, si, tiempo-completo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, no, excesivo, nacional, y
edad-media,  Private,  1st-4th,  Widowed,  Other-service,  Unmarried,  Other,  Female, si, si, tiempo-completo, extranjero, n
edad-media,  Private,  Bachelors,  Divorced,  Exec-managerial,  Not-in-family,  White,  Female, si, si, tiempo-completo, nacional, n
anciano,  Self-emp-not-inc,  HS-grad,  Widowed,  Other-service,  Not-in-family,  White,  Female, si, si, medio-tiempo, nacional, n
adulto,  ?,  Bachelors,  Married-civ-spouse,  ?,  Husband,  White,  Male, si, si, medio-tiempo, nacional, y
joven,  Private,  HS-grad,  Never-married,  Sales,  Own-child,  White,  Male, si, si, excesivo, extranjero, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, no, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  Bachelors,  Married-civ-spouse,  Sales,  Husband,  Asian-Pac-Islander,  Male, no, si, excesivo, extranjero, n
joven,  Private,  HS-grad,  Never-married,  Craft-repair,  Other-relative,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, no, excesivo, extranjero, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, y
joven,  State-gov,  Bachelors,  Never-married,  Prof-specialty,  Own-child,  White,  Female, si, si, excesivo, nacional, n
anciano,  ?,  Some-college,  Widowed,  ?,  Not-in-family,  White,  Female, si, si, medio-tiempo, nacional, n
adulto,  Local-gov,  HS-grad,  Divorced,  Other-service,  Unmarried,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Craft-repair,  Other-relative,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  7th-8th,  Never-married,  Farming-fishing,  Unmarried,  Other,  Male, si, si, tiempo-completo, extranjero, n
edad-media,  Private,  HS-grad,  Never-married,  Adm-clerical,  Unmarried,  White,  Male, si, si, tiempo-completo, extranjero, n
joven,  Private,  Assoc-voc,  Never-married,  Other-service,  Other-relative,  White,  Female, si, si, excesivo, extranjero, n
joven,  Private,  Some-college,  Never-married,  Sales,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Private,  Some-college,  Never-married,  Machine-op-inspct,  Own-child,  White,  Male, si, si, excesivo, nacional, n
edad-media,  State-gov,  Some-college,  Never-married,  Transport-moving,  Not-in-family,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Federal-gov,  HS-grad,  Never-married,  Exec-managerial,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Never-married,  Prof-specialty,  Not-in-family,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Doctorate,  Never-married,  Prof-specialty,  Not-in-family,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Local-gov,  Masters,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, no, excesivo, nacional, y
adulto,  Private,  Bachelors,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  12th,  Never-married,  Exec-managerial,  Not-in-family,  White,  Male, no, si, excesivo, nacional, n
edad-media,  ?,  HS-grad,  Widowed,  ?,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Never-married,  Sales,  Not-in-family,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Private,  Masters,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  Private,  Assoc-acdm,  Divorced,  Exec-managerial,  Unmarried,  White,  Male, si, si, excesivo, extranjero, n
adulto,  Local-gov,  Bachelors,  Divorced,  Prof-specialty,  Not-in-family,  Black,  Female, si, si, excesivo, nacional, n
anciano,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, tiempo-completo, nacional, y
joven,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  ?,  HS-grad,  Married-civ-spouse,  ?,  Husband,  White,  Male, si, si, tiempo-completo, nacional, n
edad-media,  Private,  7th-8th,  Married-civ-spouse,  Craft-repair,  Husband,  Black,  Male, si, si, excesivo, nacional, y
adulto,  Self-emp-inc,  HS-grad,  Divorced,  Exec-managerial,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
anciano,  ?,  Bachelors,  Married-civ-spouse,  ?,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Self-emp-not-inc,  Bachelors,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Federal-gov,  Some-college,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Never-married,  Craft-repair,  Unmarried,  White,  Male, no, si, excesivo, nacional, y
anciano,  Private,  10th,  Widowed,  Sales,  Unmarried,  Black,  Female, si, si, medio-tiempo, nacional, n
adulto,  Private,  Bachelors,  Divorced,  Sales,  Not-in-family,  Black,  Female, si, si, excesivo, nacional, n
edad-media,  Federal-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Some-college,  Never-married,  Adm-clerical,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Federal-gov,  Bachelors,  Divorced,  Protective-serv,  Not-in-family,  White,  Male, si, si, excesivo, nacional, y
anciano,  Self-emp-not-inc,  Prof-school,  Divorced,  Prof-specialty,  Not-in-family,  White,  Male, si, no, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, extranjero, y
adulto,  ?,  HS-grad,  Married-civ-spouse,  ?,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Prof-specialty,  Own-child,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Federal-gov,  Masters,  Married-civ-spouse,  Tech-support,  Husband,  Asian-Pac-Islander,  Male, si, no, excesivo, extranjero, y
edad-media,  State-gov,  Some-college,  Never-married,  Craft-repair,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
joven,  Private,  11th,  Never-married,  Other-service,  Own-child,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  Local-gov,  HS-grad,  Married-civ-spouse,  Other-service,  Husband,  White,  Male, si, si, excesivo, nacional, n
anciano,  Local-gov,  Some-college,  Divorced,  Other-service,  Other-relative,  White,  Female, no, si, excesivo, extranjero, y
edad-media,  Self-emp-not-inc,  Some-college,  Never-married,  Farming-fishing,  Own-child,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-acdm,  Never-married,  Tech-support,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  Bachelors,  Never-married,  Craft-repair,  Own-child,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, y
joven,  Private,  Some-college,  Never-married,  Sales,  Not-in-family,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  ?,  7th-8th,  Divorced,  ?,  Own-child,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Sales,  Own-child,  Asian-Pac-Islander,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Self-emp-not-inc,  Bachelors,  Separated,  Craft-repair,  Own-child,  White,  Male, si, si, tiempo-completo, nacional, n
anciano,  ?,  Bachelors,  Married-civ-spouse,  ?,  Husband,  White,  Male, no, si, excesivo, nacional, y
joven,  Private,  Some-college,  Never-married,  Handlers-cleaners,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Assoc-acdm,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, no, excesivo, nacional, y
edad-media,  Private,  Some-college,  Never-married,  Craft-repair,  Other-relative,  Asian-Pac-Islander,  Female, si, si, excesivo, extranjero, n
joven,  Private,  HS-grad,  Never-married,  Transport-moving,  Own-child,  Asian-Pac-Islander,  Male, si, si, tiempo-completo, extranjero, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Masters,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Federal-gov,  HS-grad,  Married-civ-spouse,  Other-service,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Adm-clerical,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  Husband,  Black,  Male, si, si, medio-tiempo, nacional, y
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-voc,  Never-married,  Adm-clerical,  Own-child,  Black,  Female, si, si, excesivo, nacional, n
edad-media,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Local-gov,  HS-grad,  Never-married,  Transport-moving,  Not-in-family,  Asian-Pac-Islander,  Male, si, si, excesivo, nacional, n
adulto,  Local-gov,  Bachelors,  Never-married,  Adm-clerical,  Not-in-family,  White,  Male, si, si, tiempo-completo, nacional, n
edad-media,  Private,  12th,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, si, excesivo, extranjero, n
adulto,  ?,  Masters,  Never-married,  ?,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-acdm,  Never-married,  Other-service,  Not-in-family,  Asian-Pac-Islander,  Female, si, si, tiempo-completo, extranjero, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Farming-fishing,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  Federal-gov,  Doctorate,  Never-married,  Prof-specialty,  Not-in-family,  White,  Female, si, no, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Divorced,  Transport-moving,  Not-in-family,  White,  Male, no, si, excesivo, nacional, y
edad-media,  Local-gov,  11th,  Divorced,  Sales,  Unmarried,  White,  Male, no, si, excesivo, extranjero, y
edad-media,  State-gov,  Bachelors,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Some-college,  Never-married,  Tech-support,  Own-child,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Bachelors,  Divorced,  Sales,  Not-in-family,  White,  Male, si, no, excesivo, nacional, y
edad-media,  Private,  Bachelors,  Never-married,  Prof-specialty,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
anciano,  ?,  HS-grad,  Divorced,  ?,  Not-in-family,  White,  Female, si, si, excesivo, nacional, y
adulto,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, tiempo-completo, extranjero, n
edad-media,  Private,  HS-grad,  Never-married,  Adm-clerical,  Own-child,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Local-gov,  Assoc-acdm,  Married-civ-spouse,  Adm-clerical,  Wife,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Bachelors,  Never-married,  Exec-managerial,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
joven,  ?,  Some-college,  Never-married,  ?,  Own-child,  White,  Female, si, si, medio-tiempo, nacional, n
adulto,  Private,  Assoc-acdm,  Divorced,  Adm-clerical,  Unmarried,  White,  Female, no, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Divorced,  Sales,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
adulto,  Private,  Bachelors,  Never-married,  Prof-specialty,  Not-in-family,  Black,  Male, si, si, tiempo-completo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Divorced,  Other-service,  Unmarried,  Black,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, excesivo, nacional, y
joven,  Private,  Some-college,  Never-married,  Adm-clerical,  Unmarried,  Asian-Pac-Islander,  Female, si, si, excesivo, extranjero, n
edad-media,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, extranjero, y
edad-media,  Private,  11th,  Divorced,  Other-service,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-voc,  Divorced,  Other-service,  Unmarried,  White,  Female, si, si, tiempo-completo, nacional, n
adulto,  Private,  5th-6th,  Married-spouse-absent,  Craft-repair,  Other-relative,  White,  Male, si, si, excesivo, extranjero, n
adulto,  Private,  HS-grad,  Widowed,  Adm-clerical,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
adulto,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Some-college,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, y
anciano,  Private,  Some-college,  Divorced,  Adm-clerical,  Not-in-family,  White,  Female, si, si, medio-tiempo, nacional, n
edad-media,  ?,  10th,  Never-married,  ?,  Unmarried,  Black,  Female, si, si, excesivo, nacional, n
adulto,  Federal-gov,  Some-college,  Divorced,  Prof-specialty,  Not-in-family,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Never-married,  Adm-clerical,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  ?,  10th,  Married-civ-spouse,  ?,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  Assoc-voc,  Never-married,  Tech-support,  Unmarried,  Black,  Female, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Other-service,  Unmarried,  White,  Male, si, no, excesivo, nacional, n
anciano,  Federal-gov,  Some-college,  Divorced,  Adm-clerical,  Other-relative,  Black,  Female, no, si, excesivo, nacional, n
adulto,  Private,  HS-grad,  Separated,  Sales,  Not-in-family,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Federal-gov,  Some-college,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  7th-8th,  Never-married,  Handlers-cleaners,  Unmarried,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Federal-gov,  HS-grad,  Married-civ-spouse,  Adm-clerical,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Assoc-acdm,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Bachelors,  Separated,  Exec-managerial,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  Bachelors,  Married-civ-spouse,  Farming-fishing,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, y
anciano,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Local-gov,  Some-college,  Married-civ-spouse,  Protective-serv,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  Own-child,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Never-married,  Tech-support,  Not-in-family,  Asian-Pac-Islander,  Female, si, no, excesivo, extranjero, n
joven,  Private,  HS-grad,  Never-married,  Adm-clerical,  Own-child,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Never-married,  Sales,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
adulto,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, medio-tiempo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, si, si, excesivo, nacional, y
joven,  Self-emp-not-inc,  HS-grad,  Never-married,  Farming-fishing,  Other-relative,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Local-gov,  Bachelors,  Separated,  Prof-specialty,  Unmarried,  Black,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  Other-relative,  White,  Male, si, si, excesivo, extranjero, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  Husband,  White,  Male, no, si, excesivo, nacional, y
edad-media,  State-gov,  Assoc-voc,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Craft-repair,  Own-child,  Black,  Female, si, no, medio-tiempo, nacional, n
edad-media,  State-gov,  Bachelors,  Married-civ-spouse,  Protective-serv,  Husband,  White,  Male, si, no, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Never-married,  Craft-repair,  Own-child,  White,  Male, si, si, excesivo, extranjero, n
adulto,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Sales,  Other-relative,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Divorced,  Other-service,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Self-emp-not-inc,  Prof-school,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, tiempo-completo, nacional, y
edad-media,  Private,  HS-grad,  Never-married,  Adm-clerical,  Own-child,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Prof-specialty,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Sales,  Husband,  White,  Male, si, si, excesivo, nacional, y
adulto,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  Wife,  White,  Female, si, no, tiempo-completo, nacional, y
edad-media,  Local-gov,  Masters,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Local-gov,  Bachelors,  Never-married,  Prof-specialty,  Own-child,  White,  Male, si, si, excesivo, nacional, n
edad-media,  Federal-gov,  Some-college,  Divorced,  Adm-clerical,  Unmarried,  Black,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  Wife,  White,  Female, si, si, excesivo, nacional, y
edad-media,  State-gov,  Assoc-acdm,  Divorced,  Prof-specialty,  Not-in-family,  Black,  Male, si, si, excesivo, nacional, n
edad-media,  Private,  11th,  Never-married,  Transport-moving,  Not-in-family,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  Bachelors,  Never-married,  Craft-repair,  Not-in-family,  White,  Male, si, si, excesivo, extranjero, n
edad-media,  Private,  10th,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, no, si, excesivo, nacional, n
edad-media,  Private,  Some-college,  Never-married,  Sales,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
edad-media,  ?,  Some-college,  Never-married,  ?,  Unmarried,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Separated,  Exec-managerial,  Unmarried,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Federal-gov,  Assoc-acdm,  Never-married,  Adm-clerical,  Unmarried,  Black,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Husband,  White,  Male, si, si, excesivo, nacional, n
adulto,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Farming-fishing,  Husband,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  Some-college,  Never-married,  Other-service,  Not-in-family,  White,  Female, si, si, tiempo-completo, nacional, n
joven,  Private,  Assoc-acdm,  Never-married,  Other-service,  Own-child,  White,  Female, si, si, tiempo-completo, nacional, n
edad-media,  Private,  HS-grad,  Never-married,  Tech-support,  Not-in-family,  White,  Female, si, si, excesivo, nacional, n
edad-media,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  Husband,  White,  Male, si, si, excesivo, nacional, y
edad-media,  Self-emp-inc,  HS-grad,  Never-married,  Farming-fishing,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
joven,  Private,  HS-grad,  Never-married,  Sales,  Not-in-family,  White,  Male, si, si, excesivo, nacional, n
