(n,[(edad,edad-media),(workclass, State-gov),(educacion, Bachelors),(marital-status, Never-married),(ocupacion, Adm-clerical),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, 10th),(marital-status, Never-married),(ocupacion, Other-service),(relacion, Own-child),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,tiempo-completo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Exec-managerial),(relacion, Wife),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,tiempo-completo),(pais,extranjero)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, Bachelors),(marital-status, Widowed),(ocupacion, Prof-specialty),(relacion, Not-in-family),(raza, White),(sexo, Female),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Adm-clerical),(relacion, Not-in-family),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Local-gov),(educacion, Assoc-voc),(marital-status, Married-civ-spouse),(ocupacion, Craft-repair),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,adulto),(workclass, Local-gov),(educacion, Masters),(marital-status, Widowed),(ocupacion, Prof-specialty),(relacion, Unmarried),(raza, White),(sexo, Female),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Machine-op-inspct),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, Bachelors),(marital-status, Never-married),(ocupacion, Adm-clerical),(relacion, Own-child),(raza, White),(sexo, Female),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Adm-clerical),(relacion, Own-child),(raza, Black),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, Bachelors),(marital-status, Never-married),(ocupacion, Handlers-cleaners),(relacion, Other-relative),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,extranjero)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Craft-repair),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, 11th),(marital-status, Never-married),(ocupacion, Exec-managerial),(relacion, Own-child),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Assoc-voc),(marital-status, Married-civ-spouse),(ocupacion, Other-service),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Prof-specialty),(relacion, Not-in-family),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Self-emp-not-inc),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Exec-managerial),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Adm-clerical),(relacion, Other-relative),(raza, Asian-Pac-Islander),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,extranjero)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Adm-clerical),(relacion, Wife),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Some-college),(marital-status, Married-civ-spouse),(ocupacion, Exec-managerial),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Local-gov),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Adm-clerical),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, Some-college),(marital-status, Married-civ-spouse),(ocupacion, Sales),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Divorced),(ocupacion, Exec-managerial),(relacion, Unmarried),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, ?),(educacion, Bachelors),(marital-status, Never-married),(ocupacion, ?),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Some-college),(marital-status, Separated),(ocupacion, Tech-support),(relacion, Unmarried),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, Some-college),(marital-status, Married-spouse-absent),(ocupacion, Adm-clerical),(relacion, Own-child),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, State-gov),(educacion, Masters),(marital-status, Divorced),(ocupacion, Prof-specialty),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Self-emp-not-inc),(educacion, HS-grad),(marital-status, Divorced),(ocupacion, Transport-moving),(relacion, Unmarried),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Local-gov),(educacion, 9th),(marital-status, Never-married),(ocupacion, Other-service),(relacion, Own-child),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, HS-grad),(marital-status, Never-married),(ocupacion, Other-service),(relacion, Own-child),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,tiempo-completo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, Some-college),(marital-status, Divorced),(ocupacion, Craft-repair),(relacion, Own-child),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, State-gov),(educacion, Assoc-acdm),(marital-status, Separated),(ocupacion, Other-service),(relacion, Unmarried),(raza, Black),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Handlers-cleaners),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Federal-gov),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Adm-clerical),(relacion, Husband),(raza, Black),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Federal-gov),(educacion, 11th),(marital-status, Widowed),(ocupacion, Adm-clerical),(relacion, Not-in-family),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, 12th),(marital-status, Never-married),(ocupacion, Adm-clerical),(relacion, Own-child),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Some-college),(marital-status, Married-civ-spouse),(ocupacion, Adm-clerical),(relacion, Wife),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,no),(horas-por-semana,medio-tiempo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, State-gov),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Adm-clerical),(relacion, Own-child),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Machine-op-inspct),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Self-emp-inc),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Craft-repair),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, ?),(educacion, 10th),(marital-status, Never-married),(ocupacion, ?),(relacion, Own-child),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, Assoc-voc),(marital-status, Married-civ-spouse),(ocupacion, Exec-managerial),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, Some-college),(marital-status, Married-civ-spouse),(ocupacion, Sales),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Local-gov),(educacion, Some-college),(marital-status, Married-civ-spouse),(ocupacion, Prof-specialty),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, Bachelors),(marital-status, Never-married),(ocupacion, Sales),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Machine-op-inspct),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,adulto),(workclass, Federal-gov),(educacion, Some-college),(marital-status, Divorced),(ocupacion, Prof-specialty),(relacion, Not-in-family),(raza, Amer-Indian-Eskimo),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, Bachelors),(marital-status, Married-civ-spouse),(ocupacion, Sales),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,adulto),(workclass, Self-emp-inc),(educacion, Assoc-voc),(marital-status, Married-civ-spouse),(ocupacion, Exec-managerial),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Sales),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Self-emp-inc),(educacion, Some-college),(marital-status, Married-civ-spouse),(ocupacion, Exec-managerial),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, Some-college),(marital-status, Married-civ-spouse),(ocupacion, Adm-clerical),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,no),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Divorced),(ocupacion, Sales),(relacion, Not-in-family),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,anciano),(workclass, Local-gov),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Other-service),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Bachelors),(marital-status, Widowed),(ocupacion, Exec-managerial),(relacion, Unmarried),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Masters),(marital-status, Separated),(ocupacion, Other-service),(relacion, Own-child),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, ?),(educacion, Some-college),(marital-status, Never-married),(ocupacion, ?),(relacion, Own-child),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,tiempo-completo),(pais,nacional)]),
(n,[(edad,adulto),(workclass, Private),(educacion, Assoc-voc),(marital-status, Widowed),(ocupacion, Adm-clerical),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Local-gov),(educacion, 11th),(marital-status, Never-married),(ocupacion, Prof-specialty),(relacion, Own-child),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,extranjero)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, Assoc-acdm),(marital-status, Married-civ-spouse),(ocupacion, Exec-managerial),(relacion, Wife),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Assoc-acdm),(marital-status, Never-married),(ocupacion, Craft-repair),(relacion, Own-child),(raza, Other),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Masters),(marital-status, Never-married),(ocupacion, Prof-specialty),(relacion, Not-in-family),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,tiempo-completo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Self-emp-not-inc),(educacion, Some-college),(marital-status, Married-civ-spouse),(ocupacion, Transport-moving),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,adulto),(workclass, Private),(educacion, Bachelors),(marital-status, Never-married),(ocupacion, Prof-specialty),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, HS-grad),(marital-status, Never-married),(ocupacion, Machine-op-inspct),(relacion, Own-child),(raza, Black),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Self-emp-not-inc),(educacion, Masters),(marital-status, Married-civ-spouse),(ocupacion, Exec-managerial),(relacion, Wife),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,no),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Never-married),(ocupacion, Exec-managerial),(relacion, Other-relative),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Prof-specialty),(relacion, Own-child),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,nacional)]),
(y,[(edad,adulto),(workclass, ?),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, ?),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, State-gov),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Transport-moving),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, Doctorate),(marital-status, Married-civ-spouse),(ocupacion, Prof-specialty),(relacion, Husband),(raza, Asian-Pac-Islander),(sexo, Male),(capital-gain,si),(capital-loss,no),(horas-por-semana,excesivo),(pais,extranjero)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, 10th),(marital-status, Married-civ-spouse),(ocupacion, Farming-fishing),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,tiempo-completo),(pais,extranjero)]),
(y,[(edad,adulto),(workclass, Private),(educacion, Prof-school),(marital-status, Married-civ-spouse),(ocupacion, Prof-specialty),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Adm-clerical),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Self-emp-not-inc),(educacion, Masters),(marital-status, Married-civ-spouse),(ocupacion, Craft-repair),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,adulto),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Craft-repair),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, Bachelors),(marital-status, Divorced),(ocupacion, Sales),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-spouse-absent),(ocupacion, Handlers-cleaners),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,extranjero)]),
(n,[(edad,edad-media),(workclass, ?),(educacion, 9th),(marital-status, Separated),(ocupacion, ?),(relacion, Own-child),(raza, Black),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Bachelors),(marital-status, Never-married),(ocupacion, Adm-clerical),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, ?),(educacion, Some-college),(marital-status, Never-married),(ocupacion, ?),(relacion, Own-child),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, Prof-school),(marital-status, Married-civ-spouse),(ocupacion, Prof-specialty),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Never-married),(ocupacion, Craft-repair),(relacion, Own-child),(raza, Black),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Handlers-cleaners),(relacion, Unmarried),(raza, Black),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,tiempo-completo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Federal-gov),(educacion, 12th),(marital-status, Never-married),(ocupacion, Other-service),(relacion, Own-child),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,tiempo-completo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Local-gov),(educacion, Bachelors),(marital-status, Married-civ-spouse),(ocupacion, Prof-specialty),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Self-emp-inc),(educacion, Some-college),(marital-status, Married-civ-spouse),(ocupacion, Exec-managerial),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,adulto),(workclass, Private),(educacion, Assoc-voc),(marital-status, Separated),(ocupacion, Exec-managerial),(relacion, Unmarried),(raza, Black),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Self-emp-not-inc),(educacion, Assoc-acdm),(marital-status, Divorced),(ocupacion, Sales),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, 9th),(marital-status, Married-civ-spouse),(ocupacion, Transport-moving),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Handlers-cleaners),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Exec-managerial),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Bachelors),(marital-status, Married-civ-spouse),(ocupacion, Exec-managerial),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, 5th-6th),(marital-status, Never-married),(ocupacion, Machine-op-inspct),(relacion, Unmarried),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,extranjero)]),
(y,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Craft-repair),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Self-emp-inc),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Craft-repair),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Never-married),(ocupacion, Adm-clerical),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,adulto),(workclass, Local-gov),(educacion, Some-college),(marital-status, Never-married),(ocupacion, Prof-specialty),(relacion, Not-in-family),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,edad-media),(workclass, Self-emp-inc),(educacion, Prof-school),(marital-status, Divorced),(ocupacion, Prof-specialty),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,adulto),(workclass, Private),(educacion, Bachelors),(marital-status, Never-married),(ocupacion, Tech-support),(relacion, Other-relative),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,no),(horas-por-semana,tiempo-completo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Exec-managerial),(relacion, Wife),(raza, White),(sexo, Female),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Never-married),(ocupacion, Machine-op-inspct),(relacion, Unmarried),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Craft-repair),(relacion, Husband),(raza, Black),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, HS-grad),(marital-status, Married-civ-spouse),(ocupacion, Sales),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,joven),(workclass, Private),(educacion, 11th),(marital-status, Never-married),(ocupacion, Other-service),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(y,[(edad,adulto),(workclass, Self-emp-not-inc),(educacion, Bachelors),(marital-status, Married-civ-spouse),(ocupacion, Sales),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,no),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Private),(educacion, Bachelors),(marital-status, Married-civ-spouse),(ocupacion, Transport-moving),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,anciano),(workclass, Private),(educacion, 9th),(marital-status, Married-civ-spouse),(ocupacion, Protective-serv),(relacion, Husband),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,medio-tiempo),(pais,nacional)]),
(n,[(edad,joven),(workclass, State-gov),(educacion, Assoc-voc),(marital-status, Never-married),(ocupacion, Tech-support),(relacion, Not-in-family),(raza, White),(sexo, Female),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
(n,[(edad,edad-media),(workclass, Self-emp-not-inc),(educacion, 5th-6th),(marital-status, Never-married),(ocupacion, Transport-moving),(relacion, Not-in-family),(raza, White),(sexo, Male),(capital-gain,si),(capital-loss,si),(horas-por-semana,excesivo),(pais,nacional)]),
